code,lat,lng
430040605090011,-29.792277480826336,-55.79713604562388
430040605100042,-29.799857388264488,-55.743931134058414
430920905000361,-29.912396257859431,-51.052938454466549
432300240000006,-30.087724612365722,-51.085606088661493
430280820000010,-30.65420906688275,-53.4888420281544
430300405000020,-30.039229300026022,-52.8997015561454
430580114000003,-27.659087933095797,-53.0407562994148
431340905000368,-29.717623458670545,-51.143175178451948
431490205002616,-30.158964215427531,-51.162159622717255
431420905000001,-31.864097695760307,-52.825339438611834
431490205002545,-30.051937846213342,-51.21748440600701
430460605000462,-29.909860014362618,-51.140565026007145
430460605000464,-29.927174891387697,-51.130051306519086
430468905000043,-29.688838568587109,-51.408372119219536
430605615000004,-31.052789823020913,-51.845591261333333
430450715000011,-30.921707711228354,-52.243519139460247
431210405000006,-29.493619031906466,-54.52075865373267
431340905000303,-29.696897354340603,-51.119342306502325
431560225000005,-32.466978121892737,-52.400879384040643
431870505000234,-29.750684800542949,-51.153466900896888
430510805150063,-29.183833804057105,-51.2218293420814
431490205002466,-29.993354409862818,-51.203209246494524
430510805130052,-29.181298690531762,-51.154670172373784
431690705070040,-29.669577716816473,-53.835253041318545
432000805000285,-29.822622683877896,-51.120801243588836
432240005000072,-29.773035807286522,-57.059363256541211
430120605000025,-29.357301875902689,-53.081418884705514
430300405000068,-30.027036452076363,-52.918153632912109
431175910000001,-29.202971842851291,-55.481390737423922
432185705000008,-27.612988546221267,-52.839597233114773
431690705130082,-29.664643700824481,-53.883936571195505
432150105000005,-29.332516354887513,-49.731584588726584
432190715000005,-27.483894212414757,-53.8502936794921
431180905000041,-28.432843123367807,-52.208091564732207
431500805000003,-27.860432625414294,-55.017038657148916
431514905000001,-29.525891856264003,-51.179813737593989
431690705080051,-29.690540395403442,-53.78897702240279
432300235000071,-30.078187851371812,-51.099116517401349
430060405080032,-30.01789276475003,-51.054793937211329
430460605000035,-29.925354234842626,-51.192950723778225
431000905000045,-28.631321178643041,-53.090086884759749
431033005000056,-29.967806529764957,-50.1285408111084
431085005000003,-27.609341730559798,-53.277592304608469
432140205000008,-27.368356874135923,-53.747185663060627
432160005000008,-29.982390009411976,-50.122821874107863
432230105000013,-27.747437951096153,-54.485963117744269
430170105000022,-27.623020914646549,-52.377153674208941
430460605000107,-29.946121543085241,-51.160261565848046
430310305000057,-29.955865578210922,-51.11038160732636
431750905070001,-28.295218275526256,-54.267783177669173
431410005160005,-28.235434336795635,-52.424573905831224
431490205001879,-29.985723254251162,-51.135972033467411
430080205000035,-28.867421041422574,-51.296237227171254
430030705000007,-27.620363437891879,-54.802660660747144
431750905040008,-28.306952724581731,-54.269851285950139
430693205000012,-28.397588057847628,-54.23932966723391
431820040000003,-29.403575769333912,-50.388658634566752
430420015000005,-29.65823169414357,-52.9114289630287
431490205001954,-29.9922675324588,-51.099887622886953
430120635000001,-29.189800420026756,-53.0221800990689
430510805100095,-29.174889849530128,-51.163497530579136
431490205003029,-30.024091558473796,-51.245200141907979
431550305000007,-29.820763959430678,-53.377241530694441
430060405060030,-30.023656046932469,-51.05650604621129
431560205330001,-32.199852549155217,-52.172219820856661
431490205001874,-29.986000626096843,-51.126012464135584
